state,lag_year2,lag_year,seismicity_dummy,p_obj_dummy,GEOID,STATEFP,CountyMatch,CountyClean,id,small_tree_node,large_tree_node,contrib,sub_date,county,zone,soil,above_stories,below_stories,area,age,model,historic,base_year,c_total,source,scope,add_space,p_obj,rehab1,rehab2,rehab3,rehab4,rehab5,rehab6,asbestos,disabled,sys_imp,repair,occup_cond,structure,ext_falling,selected_ints,all_ints,c_struct,uncert_areas,uncert_total,uncert_struct,c_relocation,c_a_e_fees,c_proj_mgr,duration,c_repair,c_asbestos,c_disabled,c_sys_imp,c_nonstruct,plan,base_x,base_y,floor_x,floor_y,story_h,total_h,roofframe,floorframe,diaphragm,cladding,settling,condition_type,column_type,bearing_walls,foundations,long_lateral,tran_lateral,cost_per_sf,timefactor,statefactor,totalfactor,f_c_total,f_c_struct,f_c_relocation,f_c_a_e_fees,f_c_proj_mgr,f_c_repair,f_c_asbestos,f_c_disabled,f_c_sys_imp,f_c_nonstruct,qualityfactor,code_used,special,rehab,stories,bldg_age_now,bldg_age,lnage,age0,bldg_group,bldg_group_dummy,model_dummy,seismicity,zone_dummy,s_p,s_p_dummy,historic_dummy,area_group,IsCity,COUNTYNAME,COUNTYFP,wmean_haz_pga050,mean_haz_pga050,med_haz_pga050,max_haz_pga050,min_haz_pga050,wmean_haz_pga250,mean_haz_pga250,med_haz_pga250,max_haz_pga250,min_haz_pga250,wmean_haz_5hz050,mean_haz_5hz050,med_haz_5hz050,max_haz_5hz050,min_haz_5hz050,wmean_haz_5hz250,mean_haz_5hz250,med_haz_5hz250,max_haz_5hz250,min_haz_5hz250,wmean_haz_1hz050,mean_haz_1hz050,med_haz_1hz050,max_haz_1hz050,min_haz_1hz050,wmean_haz_1hz250,mean_haz_1hz250,med_haz_1hz250,max_haz_1hz250,min_haz_1hz250,state_haz_pga050,state_pop_pga050,state_area_pga050,state_haz_pga250,state_pop_pga250,state_area_pga250,state_haz_5hz050,state_pop_5hz050,state_area_5hz050,state_haz_5hz250,state_pop_5hz250,state_area_5hz250,state_haz_1hz050,state_pop_1hz050,state_area_1hz050,state_haz_1hz250,state_pop_1hz250,state_area_1hz250,county_haz_pga050,county_pop_pga050,county_area_pga050,county_haz_pga250,county_pop_pga250,county_area_pga250,county_haz_5hz050,county_pop_5hz050,county_area_5hz050,county_haz_5hz250,county_pop_5hz250,county_area_5hz250,county_haz_1hz050,county_pop_1hz050,county_area_1hz050,county_haz_1hz250,county_pop_1hz250,county_area_1hz250,zone_pga050,seismicity_pga050,c_ca1993,c_bci1993,c_bci2016,c_bciCA16,c_cci1993,c_cci2016,bci2016,avg_c,lag_c,lag_c2,lag_c12,height_dummy,age_dummy,p_obj2,state_name,HazusRegion,fips,CensusRegion,CensusRegionNumber,CensusDivision,fold_id,ytrue,ystruct,ytotal,logy,logys,logyt,ylevel,ystruct16,ystruct19,sp_dummy,bp_dummy,bs_dummy
CA,1983,1984,VH,LS,06075,06,SANFRANCISCO,SANFRANCISCO,153,11,14,DEGENKOLB,1993-06-03,SANFRANCISCO,7,,6,1,21720,1924,S5,N,1985,1495000,S,MIN,,LS,SW,EW,EF,SF,WT,,N,N,N,N,V,I,I,NE,NE,1375000,G,P,P,,,,,,,,,,R,175,138,175,138,16,136,S,S,C,M,N,G,S,,SF,SW,SW,63.31,1.2006,1,1.20058,1794860,1650790,0,0,0,0,0,0,0,0,6,1982 UBC,,,7,93,61,4.110873864173311,0,7,7,S5,VH,7,4,4,N,Medium,0,San Francisco County,075,27.5,27.5,27.5,40,15,72.5,72.5,70,120,30,80,80,80,120,40,160,160,160,240,80,24,24,25,40,10,52.5,52.5,55,80,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,40,805235,600592601.7275208,68.24466102962829,897245,600592177.1803741,80.03290677001623,817087,600592138.2985173,161.51028379529507,874226,600592311.4483854,29.42521528613624,876822,600592126.873525,56.997519322180914,983243,600592525.9214144,7,VH,1650797.5,1462716.8209248988,2756020.1782780555,5581734284.912499,1327692.8655064646,2634489.2214214643,1.669508330536032,1.6660235435474964,2.7424811219791647,2.628440802396583,5.370921924375748,Mid Rise,Pre-1950,LS,California,West,06,West,4,Pacific,4,76.00356813996316,76.00356813996316,82.63660681399631,4.330780288394293,4.330780288394293,4.414452764118408,1650797.5,126.88859016013146,137.92531252835548,VH:LS,7:LS,7:VH
CA,1983,1984,VH,DC,06001,06,ALAMEDA,ALAMEDA,154,9,19,DEGENKOLB,1993-06-02,ALAMEDA,7,,6,2,57228,1928,C2,Y,1985,6250000,S,COM,,DC,SW,SF,,,,,N,Y,Y,N,V,NE,I,NE,I,622706,G,P,P,,,,,,,,,625000,C,213,173,213,173,10,90,W,C,C,M,Y,F,C,C,SF,SW,SW,10.88,1.2006,1,1.20058,7503600,747606,0,0,0,0,0,0,0,750360,6,TITLE 24 - SCHOOLS,,1977:SEISMICALLY UPGRADED TO BE IN COMPLIANCE WITH THE PROVISIONS OF 1976 UBCTHIS INCLUDED THE ADDITION OF CONCRETE SHEAR WALLSNO COST DATA IS AVAILABLE NOTE: ONLY SEISMIC WORK COMPLETED FOR THIS PROJECT WAS THE REPLACEMENT OF T,8,89,57,4.04305126783455,0,8,8,C2,VH,7,8,8,Y,Large,0,Alameda County,001,52.5,52.5,50,80,25,74,74,60,120,50,105,105,100,160,60,188,188,160,320,100,26,26,25,40,15,51.666666666666664,51.666666666666664,50,80,30,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,46.52507305882304,1800905,2127230872.8391633,84.35685363345769,1822923,2127230884.7342489,115.23803947818924,1843308,2127230826.933284,213.64036703589454,1892491,2127230857.8280997,34.508579014644724,1837127,2127230859.1033683,70.38201640934936,1876292,2127230868.120466,7,VH,747608.36948,662430.9386842619,1248138.4008253198,2527839585.1787076,601281.6825513225,1193099.8146287086,1.669508330536032,3.434077731608319,2.7424811219791647,2.628440802396583,5.370921924375748,Mid Rise,Pre-1950,LS,California,West,06,West,4,Pacific,10,13.063681580345285,13.063681580345285,131.1180715733557,2.5698359815457414,2.5698359815457414,4.876098226985715,747608.36948,21.80992522585657,23.70694440847758,VH:DC,8:DC,8:VH
CA,1983,1984,VH,DC,06085,06,SANTACLARA,SANTACLARA,155,10,12,DEGENKOLB,1993-08-04,SANTACLARA,7,,2,0,192000,1976,PC2,N,1985,3350000,S,MIN,,DC,SW,BF,SD,,,,N,N,N,N,TR,I,OK,NE,NE,3350300,F,P,P,,,,,,,,,,L,400,314,400,314,17,34,W,C,W,N,,,S,,SF,SW,SW,17.45,1.2006,1,1.20058,4021930,4022290,0,0,0,0,0,0,0,0,6,1985 UBC,,,2,41,9,2.1972245773362196,0,8,8,PC2,VH,7,8,8,N,Very Large,0,Santa Clara County,085,58.75,58.75,60,80,30,83.33333333333333,83.33333333333333,70,120,60,160,160,160,200,80,232,232,240,320,120,45.833333333333336,45.833333333333336,50,60,25,71.11111111111111,71.11111111111111,60,120,40,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,45.14577317613804,2026104,3377479122.0636806,82.83804767670222,2112980,3377479108.943469,105.11968639325406,2156083,3377479136.1569157,181.8212588713567,2135174,3377479142.525076,32.94189916854681,2039314,3377479148.3595023,63.86725032892222,2087895,3377479135.224509,7,VH,4022303.174,3564029.211014319,6715268.656934523,13600352272.539888,3235032.2962227697,6419148.537111515,1.669508330536032,3.434077731608319,2.7424811219791647,2.628440802396583,5.370921924375748,Low Rise,Post-1970,LS,California,West,06,West,4,Pacific,1,20.949495697916667,20.949495697916667,20.947619791666668,3.0421145743799305,3.0421145743799305,3.0420250261506867,4022303.174,34.975357588200644,38.01750118001757,VH:DC,8:DC,8:VH
CA,1984,1985,VH,LS,06001,06,ALAMEDA,ALAMEDA,156,7,20,DEGENKOLB,1993-06-08,ALAMEDA,7,,12,1,100000,1924,C2,N,1986,5343000,S,COM,5400,LS,SW,,,,,,N,N,Y,Y,V,I,OK,NE,I,2709000,G,P,P,,,,,,,,,,OT,112,93,112,932,11,133,C,C,C,M,N,F,C,C,SF,SW,SW,27.09,1.174,1,1.17398,6272590,3180320,0,0,0,0,0,0,0,0,6,1985 UBC,,1945: STEEL FRAMED PENTHOUSE ADDED.,13,93,62,4.127134385045092,0,8,8,C2,VH,7,4,4,N,Very Large,0,Alameda County,001,52.5,52.5,50,80,25,74,74,60,120,50,105,105,100,160,60,188,188,160,320,100,26,26,25,40,15,51.666666666666664,51.666666666666664,50,80,30,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,46.52507305882304,1800905,2127230872.8391633,84.35685363345769,1822923,2127230884.7342489,115.23803947818924,1843308,2127230826.933284,213.64036703589454,1892491,2127230857.8280997,34.508579014644724,1837127,2127230859.1033683,70.38201640934936,1876292,2127230868.120466,7,VH,3180311.82,2817968.645397318,5309557.07719221,10753381636.697699,2557840.8699430907,5075423.975714332,1.669508330536032,2.326424480036139,2.038992222625118,2.7424811219791647,4.781473344604283,High Rise,Pre-1950,LS,California,West,06,West,4,Pacific,4,31.803118199999997,31.803118199999997,62.7257514,3.45956434158267,3.45956434158267,4.138772071455347,3180311.82,53.09557077192209,57.713803765547205,VH:LS,8:LS,8:VH
CA,1984,1985,VH,LS,06001,06,ALAMEDA,ALAMEDA,157,11,20,DEGENKOLB,1993-06-01,ALAMEDA,7,,5,0,73000,1929,S5,N,1986,3229000,S,COM,,LS,BF,SF,PB,,,,Y,N,Y,Y,V,I,I,I,NE,892000,G,P,P,,,,,,,,,,OT,212,78,212,78,11,59,S,S,W,M,N,F,S,,,SW,SW,12.22,1.174,1,1.17398,3790790,1047190,0,0,0,0,0,0,0,0,6,UCBC,,,5,88,57,4.04305126783455,0,7,7,S5,VH,7,4,4,N,Large,0,Alameda County,001,52.5,52.5,50,80,25,74,74,60,120,50,105,105,100,160,60,188,188,160,320,100,26,26,25,40,15,51.666666666666664,51.666666666666664,50,80,30,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,46.52507305882304,1800905,2127230872.8391633,84.35685363345769,1822923,2127230884.7342489,115.23803947818924,1843308,2127230826.933284,213.64036703589454,1892491,2127230857.8280997,34.508579014644724,1837127,2127230859.1033683,70.38201640934936,1876292,2127230868.120466,7,VH,1047190.16,927880.410370767,1748292.6957753603,3540796020.6475997,842227.4108487401,1671199.0351927592,1.669508330536032,2.326424480036139,2.038992222625118,2.7424811219791647,4.781473344604283,Mid Rise,Pre-1950,LS,California,West,06,West,4,Pacific,6,14.345070684931507,14.345070684931507,51.92851260273972,2.6634063769172847,2.6634063769172847,3.9498680150955505,1047190.16,23.949215010621373,26.032308822882687,VH:LS,7:LS,7:VH
CA,1984,1985,VH,LS,06037,06,LOSANGELES,LOSANGELES,158,7,12,BMP,1993-06-01,LOSANGELES,7,,2,0,18000,1933,URM,N,1986,83600,,MIN,,LS,SW,EW,SF,PB,WT,,N,N,N,N,,I,I,NE,NE,83600,G,P,P,,,18000,,,,,,,R,,,,,,,,,,,,,,,,,,4.64,1.174,1,1.17398,98145,98145,0,0,21131.7,0,0,0,0,0,3,,,,2,84,53,3.970291913552122,0,1,1,URM,VH,7,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,98144.728,86962.78285537682,163853.44099419296,331850389.37908,78935.21473873843,156628.0710113393,1.669508330536032,2.326424480036139,2.038992222625118,2.7424811219791647,4.781473344604283,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,2,5.452484888888889,5.452484888888889,5.452484888888889,1.6960714476801577,1.6960714476801577,1.6960714476801577,98144.728,9.102968944121832,9.894741796480346,H:LS,1:LS,1:H
CA,1984,1985,VH,LS,06037,06,LOSANGELES,LOSANGELES,159,7,36,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,2400,1932,URM,N,1986,6000,AC,MIN,,LS,EW,SD,PB,WT,,,N,N,N,N,IP,I,I,OK,OK,6000,G,F,F,,,,2,0,0,0,0,0,R,95,25,95,25,12,14,W,,W,N,N,F,,URM,SF,SW,SW,2.5,1.174,1,1.17398,7043.9,7043.9,0,0,0,0,0,0,0,0,7,UCBC (2/3 CURRENT UBC LAT FOR),,,1,85,54,3.9889840465642745,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,7043.88,6241.348051821303,11759.816339296145,23817013.591799997,5665.206799430987,11241.249115646362,1.669508330536032,2.326424480036139,2.038992222625118,2.7424811219791647,4.781473344604283,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,4,2.93495,2.93495,2.93495,1.0766904173598215,1.0766904173598215,1.0766904173598215,7043.88,4.8999234747067275,5.326116995713106,H:LS,1:LS,1:H
CA,1984,1985,VH,LS,06037,06,LOSANGELES,LOSANGELES,160,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,6700,1922,URM,N,1986,60000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,60000,G,F,F,,,,5,0,0,0,0,0,R,150,45,150,45,14,16,W,,W,N,N,F,W,URM,SF,SW,SW,8.96,1.174,1,1.17398,70439,70439,0,0,0,0,0,0,0,0,7,UCBC (2/3 CURRENT UBC LAT FOR),,,1,95,64,4.1588830833596715,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,70438.8,62413.48051821303,117598.16339296146,238170135.91799998,56652.06799430987,112412.49115646363,1.669508330536032,2.326424480036139,2.038992222625118,2.7424811219791647,4.781473344604283,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,2,10.513253731343283,10.513253731343283,10.513253731343283,2.3526367213108466,2.3526367213108466,2.3526367213108466,70438.8,17.551964685516634,19.078628044345454,H:LS,1:LS,1:H
CA,1984,1985,VH,LS,06037,06,LOSANGELES,LOSANGELES,161,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,2,0,10600,1929,URM,N,1986,100000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,100000,G,F,F,,,,9,0,0,0,0,0,R,110,48,110,48,28,30,W,W,W,N,N,F,W,URM,SF,SW,SW,9.43,1.174,1,1.17398,117398,117398,0,0,0,0,0,0,0,0,7,UCBC (2/3 CURRENT UBC LAT FOR),,,2,88,57,4.04305126783455,0,1,1,URM,VH,7,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,117398,104022.46753035505,195996.9389882691,396950226.53,94420.11332384979,187354.15192743938,1.669508330536032,2.326424480036139,2.038992222625118,2.7424811219791647,4.781473344604283,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,10,11.075283018867925,11.075283018867925,11.075283018867925,2.4047158703557363,2.4047158703557363,2.4047158703557363,117398,18.490277263044256,20.098554700804172,H:LS,1:LS,1:H
CA,1984,1985,VH,LS,06075,06,SANFRANCISCO,SANFRANCISCO,162,7,14,GSA,1993-06-22,SANFRANCISCO,7,,6,1,380000,1935,S4,N,1986,2483000,S,MIN,,LS,SW,SF,PB,,,,N,N,N,N,TR,I,I,NE,NE,2483000,G,P,P,,,,,,,,,,O,370,220,370,220,17,120,S,S,C,TC,N,G,S,,SF,SW,SW,6.53,1.174,1,1.17398,2915000,2915000,0,0,0,0,0,0,0,0,5,1985 UBC,,,7,82,51,3.9318256327243257,0,8,8,S4,VH,7,4,4,N,Very Large,0,San Francisco County,075,27.5,27.5,27.5,40,15,72.5,72.5,70,120,30,80,80,80,120,40,160,160,160,240,80,24,24,25,40,10,52.5,52.5,55,80,20,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,40,805235,600592601.7275208,68.24466102962829,897245,600592177.1803741,80.03290677001623,817087,600592138.2985173,161.51028379529507,874226,600592311.4483854,29.42521528613624,876822,600592126.873525,56.997519322180914,983243,600592525.9214144,7,VH,2914992.34,2582877.8687787154,4866603.995078721,9856274124.739899,2344451.41383119,4652003.592358319,1.669508330536032,2.326424480036139,2.038992222625118,2.7424811219791647,4.781473344604283,Mid Rise,Pre-1950,LS,California,West,06,West,4,Pacific,4,7.67103247368421,7.67103247368421,7.67103247368421,2.0374512182734015,2.0374512182734015,2.0374512182734015,2914992.34,12.806852618628215,13.920787895111202,VH:LS,8:LS,8:VH
CA,1984,1985,VH,DC,06037,06,LOSANGELES,LOSANGELES,163,9,23,VA,1993-07-28,LOSANGELES,7,,2,0,89888,1943,C2,N,1986,2270000,S,MIN,,DC,SW,,,,,,N,N,N,N,,I,OK,I,NE,1580000,G,P,P,,,,,,,,,690000,,,,,,,,C,C,C,N,N,G,C,C,SF,SW,SW,17.58,1.174,1,1.17398,2664940,1854890,0,0,0,0,0,0,0,810048,5,VA H08,,,2,74,43,3.7612001156935624,0,8,8,C2,VH,7,8,8,N,Large,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,1854888.4000000001,1643554.9869796098,3096751.636014652,6271813579.174,1491837.7905168268,2960195.600453542,1.669508330536032,2.805975277962836,2.038992222625118,2.7424811219791647,4.781473344604283,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,6,20.63555090779637,20.63555090779637,29.647278835884656,3.027015360584846,3.027015360584846,3.3893703450392816,1854888.4000000001,34.451224145766425,37.44777880574363,H:DC,8:DC,8:H
CA,1984,1985,VH,DC,06037,06,LOSANGELES,LOSANGELES,164,9,23,VA,1993-07-28,LOSANGELES,7,,1,0,40300,1943,C2,N,1986,120000,S,MIN,,DC,SW,SD,,,,,N,N,N,N,,I,OK,I,NE,115800,G,P,P,,,,,,,,,4200,,,,,,,,S,,W,N,N,G,,C,SF,SW,SW,2.87,1.174,1,1.17398,140878,135947,0,0,0,0,0,0,0,4930.73,5,VA H08,,,1,74,43,3.7612001156935624,0,8,8,C2,VH,7,8,8,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,135946.884,120458.01740015113,226964.4553484156,459668362.3217399,109338.49122901805,216956.10793197478,1.669508330536032,2.805975277962836,2.038992222625118,2.7424811219791647,4.781473344604283,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,4,3.373371811414392,3.373371811414392,3.495722084367246,1.215912781671924,1.215912781671924,1.2515399593150753,135946.884,5.631872341151752,6.12173050226876,H:DC,8:DC,8:H
CA,1984,1985,VH,DC,06037,06,LOSANGELES,LOSANGELES,165,9,23,VA,1993-07-28,LOSANGELES,7,,1,0,28000,1943,C2,N,1986,225000,S,MIN,,DC,SW,SD,,,,,N,N,N,N,,I,OK,I,NE,127000,G,P,P,,,,,,,,,98000,,,,,,,,S,,W,N,N,G,,C,SF,SW,SW,4.54,1.174,1,1.17398,264146,149096,0,0,0,0,0,0,0,115050,5,VA H08,,,1,74,43,3.7612001156935624,0,8,8,C2,VH,7,8,8,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,149095.46,132108.5337635509,248916.11251510173,504126787.6930999,119913.54392128922,237939.772947848,1.669508330536032,2.805975277962836,2.038992222625118,2.7424811219791647,4.781473344604283,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,4,5.324837857142857,5.324837857142857,9.433767857142858,1.6723822617690538,1.6723822617690538,2.2442955775148827,149095.46,8.889861161253632,9.663097977936633,H:DC,8:DC,8:H
CA,1984,1985,VH,DC,06037,06,LOSANGELES,LOSANGELES,166,9,23,VA,1993-07-28,LOSANGELES,7,,1,0,12400,1943,W2,N,1986,115000,S,MIN,,DC,SW,SD,,,,,N,N,N,N,,I,OK,I,NE,107750,G,P,P,,,,,,,,,7250,,,,,,,,W,,W,N,N,G,,W,SF,SW,SW,8.69,1.174,1,1.17398,135008,126497,0,0,0,0,0,0,0,8511.38,5,VA H08,,,1,74,43,3.7612001156935624,0,2,2,W2,VH,7,8,8,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,126496.345,112084.20876395756,211186.70175985995,427713869.08607495,101737.67210644815,201874.09870181594,1.669508330536032,2.805975277962836,2.038992222625118,2.7424811219791647,4.781473344604283,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,5,10.20131814516129,10.20131814516129,10.887717741935484,2.3225169418585323,2.3225169418585323,2.3876353412379254,126496.345,17.031185625795157,18.512551815744747,H:DC,2:DC,2:H
